Taylor's Robber Frog
Strange Robber Frog
Pacific Stream Frog
Volcan San Martin Rainfrog
Xucaneb Robber Frog
Yucatan Robber Frog
Zúñiga’s Dirt Frog
Bilingual Frog
Desert Froglet
Quacking Frog
Glauert’s Froglet
Sign-bearing Froglet
Moss Froglet
Plains Froglet
False Western Froglet
Remote Froglet
Streambank Froglet
Common Froglet
Sloane’s Froglet
Small Western Froglet
Tasmanian Froglet
Tinkling Froglet
Bornmüller's Caecilian
Mount Oku Caecilian
Splendid Tree Frog
Fringed Leaf Frog
Sylvia's Tree Frog
Boulenger's Backpack Frog
Fuhrmann's Backpack Frog
Perijá Backpacker Frog
Hellbender
Alvarez del Toro's Salamander
Cortes Salamander
Cataguana Hidden Salamander
Sierra de las Minas Hidden Salamander
Baja Verapaz Salamander
Sierra de Xucaneb Hidden Salamander
Cuenca Nelson Frog
Costa Rica Nelson Frog
Brown Egg Frog
Colombian Egg Frog
Tschudi's Button Frog
Water-holding Frog
呈贡蝾螈
Cyan Newt
Sword-tailed Newt
Fuding Fire-bellied Newt
Blue-gray Fire-bellied Newt
Chinese Fire-bellied Newt
Dayang Newt
Japanese Fire-bellied Newt
Chuxiong Fire-bellied Newt
Green And Black Poison Frog
Yellow-headed Poison Frog
Dyeing Poison-arrow Frog
Yellow-striped Poison Frog
Acre Treefrog
Socopo Tree Frog
Battersby's Treefrog
Rana Payaso
Bokermann's Tarauaca Treefrog
Rainette Camuse
Rana De Charco
Boettger's Colombian Treefrog
Hourglass Treefrog
Garagoa Treefrog
Rainette De Gaucher
Harald's Treefrog
Koechlin's Treefrog
Rainette À Bandeau
El Mene Treefrog
Marbled Treefrog
Mathiasson's Treefrog
Interior Treefrog
Merida Treefrog
Yellow Treefrog
Ranita Minuscula
Lesser Treefrog
Hosteria La Selva Treefrog
Green Dotted Treefrog
Perereca
North Andean Treefrog
Xeric Treefrog
Sarayacu Treefrog
Pauini Treefrog
Betania Treefrog
San Carlos Treefrog
San Agustin Treefrog
Red-skirted Treefrog
Mertens' Yellow Treefrog
Shreve's Sarayacu Treefrog
Taylor's Yellow Treefrog
Schubart's Rondonia Treefrog
Kaplan's Garagoa Treefrog
Rio Tuquesa Treefrog
Triangle Treefrog
Vraem' Treefrog
Sierra de Aroa Treefrog
Volcan Tajumulco Bromeliad Salamander
Forest Bromeliad Salamander
Long-nosed Bromeliad Salamander
Guatemalan Bromeliad Salamander
Xolocalca Bromeliad Salamander
Mexican Caecilian
Oaxacan Caecilian
La Loma Caecilian
Cumberland Dusky Salamander
Seepage Salamander
Apalachicola Dusky Salamander
Southern Dusky Salamander
Ouachita Dusky Salamander
Carolina Mountain Dusky Salamander
Dwarf Black-bellied Salamander
Dusky Salamander
Imitator Salamander
Moore's Triton
Seal Salamander
Allegheny Mountain Dusky Salamander
Ocoee Salamander
Blue Ridge Dusky Salamander
Blackbelly Salamander
Santeetlah Dusky Salamander
Black Mountain Salamander
Pygmy Salamander
Amira's Dink Frog
Yellow Dink Frog
Common Dink Frog
Esmeraldas Robber Frog
Montane Dink Frog
Fiery Dink Frog
Vocal Dink Frog
Idaho Giant Salamander
Cope's Giant Salamander
California Giant Salamander
Coastal Giant Salamander
Four-digit Toad
Tepui Marahuaca Frog
Mount Duida Frog
Corsican Painted Frog
Painted Frog
Tyrrhenian Painted Frog
Moroccan Painted Frog
Pearson's Slender-legged Treefrog
Anderson's Tree Frog
Arboreal Treefrog
Canyon Treefrog
Bird-voiced Treefrog
Bocourt's Treefrog
Cope's Gray Treefrog
American Green Treefrog
Southern Highland Treefrog
Mountain Treefrog
Barking Treefrog
North China Treefrog
Japanese Treefrog
Ridged Treefrog
Squirrel Treefrog
Suweon Treefrog
Gray Treefrog
Walker's Treefrog
Arizona Treefrog
Chamula Mountain Brook Frog
Sierra Juarez Brook Frog
Savage's Brook Frog
Honduran Brook Frog
Copan Brook Frog
Costa Rica Brook Frog
Beddome's Toad
Kempholey Toad
Dhofar Toad
Günther's High Altitude Toad
Malabar Toad
Kotagama's Toad
Asian Common Toad
Small-eared Toad
Noellert's Toad
Timber Forest Toad
Silent Valley Toad
Marbled toad
Stuart's Toad
Kodok-buduk sumatra
Pulo Weh Toad
Tomato Frog
Sambava Tomato Frog
Antsouhy Tomato Frog
Anderson's Crocodile Newt
Chinhai Spiny Newt
Ballerina Fringe-limbed Frog
Oaxacan Fringe-limbed Treefrog
Heredia Treefrog
Cope's Brown Treefrog
Guatemala Treefrog
Cerro Mali Treefrog
Lichenose Fringe-limbed Treefrog
Confusing Rocket Frog
Lowland Rocket Frog
Common Snouted Frog
Perez’s Snouted Frog
Sapito Panza Amarilla
Rã-grilo-de-barriga-vermelha
Sapito Apuntado Bicolor
Panama Humming Frog
Colombian Plump Frog
Surinam Oval Frog
Common Chirping Frog
Cuban Red-rumped Frog
Cuban Dwarf Grassfrog
Cuban Dwarf Robber Frog
White-lipped Peeping Frog
Barahona Rock Frog
Jamaican Peak Frog
Macaya Bushfrog
Dominican Rain Frog
Jamaican Rump-spotted Frog
Thin-fingered Piping Frog
Red-eyed Coqui
La Hotte Big-legged Frog
Baoruco Hammer Frog
Atkins' Robber Frog
South Island Telegraph Frog
Northern Hammer Frog
Cuban Telegraphic Frog
La Hotte Bush Frog
Guadeloupe Streamfrog
Boca de Yumuri Frog
Two-lined Robber Frog
Canasi Frog
Maisi Frog
Short-nosed Green Frog
Grass Coqui
Haitian Marshfrog
Trinidad Flat-headed Frog
Portland Ridge Frog
La Hotte Giant Frog
Whistling Coqui
Colima Peeping Frog
Cave Coqui
Common Coqui
Hispaniolan Crowned Frog
Yellow Cave Frog
Turquino Red-armed Frog
Cundall's Robber Frog
Oriente Streamside Frog
Mexican Chirping Frog
La Selle Long-legged Frog
Dennis' Chirping Frog
Guerreran Peeping Frog
Miniature Robber Frog
Patternless Whistling Frog
Haitian Ventriloquial Frog
Cuban Two-note Frog
Emilia's Robber Frog
Eneida's Coqui
Erendira's Trilling Frog
Etheridge's Robber Frog
La Hotte Whistling Frog
Yellow Split-toed Frog
Flores' Peeping Frog
Khaki Bromeliad Frog
La Selle Red-legged Frog
Jamaican Ear-spotted Frog
La Hotte Glanded Frog
La Selle Grassfrog
Ball Bearing Frog
Blue Mountain Rockfrog
Guaniguanico Yellow-mottled Frog
Jamaican Forest Frog
Jamaican Pallid Frog
Yellow Chevronate Frog
Great Peeping Frog
Grey's Robber Frog
Cockpit Frog
Grünwald’s Piping Frog
Cricket Coqui
Guanahacabibes Robber Frog
Guantanamera Frog
Turquino Spiny Frog
Mexican Cliff Frog
Montane Cricket Frog
Hedrick's Coqui
Half-striped Bromeliad Frog
Baoruco Burrowing Frog
Monte Iberia Dwarf Frog
Hispaniolan Giant Frog
Pico Turquino Robber Frog
Sinaloa Piping Frog
Oriente Treefrog
Jalisco Trilling Frog
Jamaican Bromeliad Frog
Golden Coqui
Orange Long-nosed Frog
Lesser Antillean Whistling Frog
Plains Coquí
La Selle Dusky Frog
Rock Pocket Frog
Webbed-footed Coqui
Barred Rockfrog
Hispaniolan Orange-legged Frog
Leber's Robber Frog
Yellow Mottled Coqui
Southern Pastel Frog
Leprus Chirping Frog
Yellow-striped Dwarf Frog
Locust Coqui
Long-footed Chirping Frog
Pallid Rockfrog
Little Yellow Tree-frog
Sierra Maestra Long-legged Frog
Sierra Manatlán Trilling Frog
Lily Robber Frog
Cliff Chirping Frog
Martinique Frog
Dusky Chirping Frog
Dark-faced Bromeliad Frog
Sierra Maestra Blotched Frog
Hispaniolan Wheeping Frog
Blunt-toed Chirping Frog
Mona Coqui
Hispaniolan Montane Frog
Nieto's Trilling Frog
Peters' Shiny Peeping Frog
Spiny Giant Frog
Neiba Telegraph Frog
Jamaican Red-eyed Frog
Colima Shiny Peeping Frog
Jamaican Streamfrog
Baracoa Dwarf Frog
Hispaniolan Sharp-nosed Frog
Pale Peeping Frog
Jamaican Yellow-bellied Frog
Neiba Whistling Frog
Coastal Red-rumped Frog
Macaya Burrowing Frog
Hispaniola Cordillera Frog
Hispaniolan Pink-rumped Frog
John Crow Yellow-bellied Frog
Miranda Robber Frog
Hispaniolan Yellow-mottled Frog
Pinos Robber Frog
Pinchon's Piping Frog
Hispaniolan Melodius Frog
Greenhouse Frog
Citadel Frog
Mountain Coqui
Oriente Greenish-yellow Frog
Boca de Yuma Frog
Port-de-Paix Frog
Richmond's Coqui
Ricord's Frog
Cuban Streamside Frog
Short-legged Streamside Frog
Bahamian Flat-headed Frog
Ronald's Robber Frog
Red-spotted Chirping Frog
Red Peeping Frog
Baoruco Red-legged Frog
Rana Fisgona Marmoleada
Hispaniolan Streamside Frog
Virgin Islands Coqui
La Hotte Striped-legged Frog
Tiburon Streamfrog
Oriente Mottled Frog
Leaf Mimic Frog
Massif du Nord Whistling Frog
Symington's Robber Frog
Piping Peeping Frog
Whistling Frog
Cuban Stripeless Leaf-litter Frog
Cuban Cave Frog
Macaya Breast-spotted Frog
Yarey Robber Frog
Cabo Cruz Frog
Turquino Streamfrog
Dwarf Coqui
Cuban Bromeliad Frog
Macaya Dusky Frog
Rana-chirrionera Orejona
Rana-chirrionera Menor
Tortue Frog
Tiburon Whistling Frog
Melodius Coqui
Sierra Huichol Peeping Frog
Cuban Giant Frog
Colorado Dwarf Frog
Guayaco Dwarf Frog
Peters’ Dwarf Frog
Guayaquil Dwarf Frog
Tungara Frog
Ensatina
Two-coloured Caecilian
El Tambo Caecilian
Marbled Caecilian
Parker's Caecilian
Marcapata Valley Caecilian
Peters' Caecilian
Natterjack Toad
Anthony's Poison-Arrow Frog
Marbled Poison Frog
Rana Nodriza De Machalilla
Nariño Poison Frog
Phantasmal Poison Frog
Bale Mountains Frog
Andes Giant Glass Frog
Napo Giant Glass Frog
Emerald Glassfrog
Arabian Skittering Frog
Manipur Frog
Indian Green Frog
Corsican Mountain Newt
Sardinian Brook Salamander
Chiloe Island Ground Frog
Emilio's Ground Frog
Mocha Island Ground Frog
Rosy Ground Frog
Valdivia Ground Frog
Northern Two-lined Salamander
Chisholm Trail Salamander
Southern Two-lined Salamander
Three-lined Salamander
Junaluska Salamander
Cascade Caverns Salamander
Longtail Salamander
Cave Salamander
Many-ribbed Salamander
San Marcos Salamander
San Gabriel Springs Salamander
Texas Salamander
Blanco River Springs Salamander
Dwarf Salamander
Texas Blind Salamander
Blanco Blind Salamander
Barton Springs Salamander
Grotto Salamander
Jollyville Plateau Salamander
Comal Blind Salamander
Valdina Farms Salamander
Oklahoma Salamander
Georgia Blind Salamander
Austin Blind Salamander
Blue Ridge Two-lined Salamander
Rio Santiago Poison Frog
Cóndor Poison Frog
Marañón Poison Frog
Río Aloapan Treefrog
Chiapan Highlands Treefrog
Chimalapa Treefrog
Rana de Árbol Ojo Negro
Perkins' Treefrog
Emerald Treefrog
Sumichrast's Treefrog
Puebla Treefrog
White-cheeked Small Treefrog
White-eared Tree Frog
Rice Field Frog
Katak tegalan-iskandar
Common Pond Frog
Crab-Eating Frog
泽陆蛙
Orissa Frog
Sakishima Rice Frog
Sundas Wart Frog
Luzon Wart Frog
Fitzgerald's Marsupial Frog
Puerto Cabello Treefrog
Split-backed Frog
Goeldi's Frog
Petropolis Treefrog
Frost’s Toad
Eastern Narrowmouth Toad
Elegant Narrowmouth Toad
Great Plains Narrowmouth Toad
Cordillera Colan Marsupial Frog
Andes Marsupial Frog
Pacific Marsupial Frog
Popayan Marsupial Frog
Gold-spotted Marsupial Frog
Antioquia Marsupial Frog
Calilegua's Marsupial Frog
Baritú’s Marsupial Frog
Horned Marsupial Frog
Rio Calima Marsupial Frog
Dunn's Marsupial Frog
North Shore Marsupial Frog
Abra Acanacu Marsupial Frog
Helmeted Marsupial Frog
La Banderita Marsupial Frog
Gunther's Marsupial Frog
Helena's Marsupial Frog
El Tambo Marsupial Frog
La Siberia Marsupial Frog
Rana Marsupial Lojana
Pastaza Marsupial Frog
Common Marsupial Frog
Mountain Marsupial Frog
Niceforo's Marsupial Frog
Chilca Marsupial Frog
Papallacta Marsupial Frog
Ayacucho Marsupial Frog
Rana Marsupial Bromelícola
San Lucas Marsupial Frog
Riobamba Pouched Frog
Ruiz's Marsupial Frog
Schmidt's Marsupial Frog
Espada's Marsupial Frog
Cerro Munchique Marsupial Frog
Walker’s Marsupial Frog
Weinland's Marsupial Frog
Williamson’s Marsupial Frog
Periah Peak Caecilian
Daniel's Caecilian
Goa Caecilian
Gurupur Caecilian
Mudur Caecilian
Mhadei Caecilian
Nadkarnii Caecilian
Ramaswami's Caecilian
Seshachari's Caecilian
Walker's Sierra Frog
White-bellied Frog
Southern Smooth Froglet
Lea’s Frog
Nornalup Frog
Karri Frog
Victorian Smooth Froglet
Yellow-bellied Frog
Angel's Caecilian
False Angel's Caecilian
Gaboon Caecilian
East Betsileo Madagascar Frog
Boulenger's Madagascar Frog
Horned Madagascar Frog
Decary's Madagascar Frog
Eiselt's Madagascar Frog
Grainy Madagascar Frog
Boettger's Grainy Frog
Klemmer's Madagascar Frog
White-spotted Madagascar Frog
White Madagascar Frog
Malasay Grainy Frog
Common Madagascar Frog
Massif Madagascar Frog
Greater Spiny Madagascar Frog
Brown Grainy Frog
Webb's Madagascar Frog
Ghat Tree Frog
Green Tree Frog
Black Torrent Toad
Kerala Stream Toad
Northeast China Rough-skinned Frog
Little Gland Frog
Japanese Wrinkled Frog
Sado Wrinkled Frog
天台粗皮蛙
Brookes' Burrowing Frog
Bornean Chili Frog
Burmese Squat Frog
Truncate-snouted Burrowing Frog
Yunnan Squat Frog
Ananjeva Asian Treefrog
Karin Hills Bushfrog
Guangdong Tree Frog
Jinxiu Bubble-nest Frog
Thorny Tree Frog
墨脱纤树蛙
Nonggang small treefrog
Quang’s Tree Frog
Quyet's Bushfrog
Sapa Bushfrog
Orange Bushfrog
Tianlin Small Tree Frog
Stejneger's Caecilian
Indian Ocean Caecilian
Seychelles Caecilian
White-lined Madagascar Frog
Ring-wearing Tree Frog
Sainte Marie Madagascar Frog
Pulsing Madagascar Frog
Blommers' Madagascar Frog
Free Madagascar Frog
Tsarafidy Madagascar Frog
Dotted Madagascar Frog
White-flanked Malagasy Tree Frog
Watterson’s Tree Frog
Varagua Caecilian
West Forest Caecilian
Berry Cave Salamander
Tennessee Cave Salamander
Spring Salamander
West Virginia Spring Salamander
Clay Robber Frog
Natal Ghost Frog
Bolivian Bleating Frog
Western Spotted Frog
Giant Burrowing Frog
Western Marsh Frog
Moaning Frog
Plain Frog
Sand Frog
Hewitt’s Ghost Frog
Eastern Ghost Frog
Purcell's Ghost Frog
Royal Ghost Frog
Table Mountain Ghost Frog
Four-toed Salamander
Ecuador Horned Treefrog
Banded Horned Treefrog
Cusco Triangular-headed Frog
Johnson's Horned Treefrogs
Sumaco Horned Treefrogs
Spix's Horned Treefrog
Masiliwa Snout-burrower
Guinea Snout-burrower
Spotted Shovel-nosed Frog
Marbled Snout-burrower
Lake Zwai Snout-burrower
Olive Snout-burrower
Perret’s Shovelnose Frog
De Witte’s Snout-burrower
Victoria Caecilian
Congo Caecilian
Whitebelly Reed Frog
Andrakata Reed Frog
Betsileo Reed Frog
Boettger's Reed Frog
Madagascar Reed Frog
Rutenberg's Reed Frog
Three-color Reed Frog
African Ornate Frog
Angola Ornate Frog
Itatiaia Highland Frog
Jerdon's Bullfrog
Eastern Groove-crowned Bullfrog
Taiwanese Frog
Bull Frog
Usambara Blue-bellied Frog
Uluguru Blue-bellied Frog
Sabah Huia Frog
Bhamo Frog
Toungoo Frog
Atrato Glass Frog
Suretka Glass Frog
Plantation Glass Frog
Rivero's Glass Frog
Fleischmann's Glass Frog
Fragile Glass Frog
El Ávila Glass Frog
Yuruani Glass Frog
Sarisariñama Glass Frog
Upper Amazon Glass Frog
Centrolenelle des Nouragues
Eastern Glass Frog
Guacharaquita Glass Frog
Rio Azuela Glass Frog
Talamanca Glass Frog
Tatayo’s Glass Frog
Ranita de Cristal de Taylor
La Palma Glass Frog
Starrett's Glass Frog
Hydrolaetare De Schmidt
Limestone Salamander
Mount Lyell Salamander
Shasta Salamander
Sri Lanka Wood Frog
Long-tongued Frog
Malabar Fungoid Frog
Indian Hylid Frog
European Tree Frog
Common Chinese Treefrog
Hallowell’s Tree Frog
Italian Tree Frog
Stripeless Tree Frog
Colombian Backpack Frog
Po’s Tree Frog
San Chiang Treefrog
Tyrrhenian Tree Frog
Yeşil Kurbağa
Shensi Treefrog
Zhaoping treefrog
Chitwan Frog
Common Green Frog
Boulenger's Garo Hill Frog
Yellow Frog
Broad-folded Frog
Three-striped Grass Frog
Irawaddy Frog
Sumatra Frog
台北纤蛙
Theobald's Ranid Frog
Arau Archipelago Frog
Four-note Mawatta Frog
Emerald Forest Frog
White-speckled Treefrog
Bogota Treefrog
Sardinata Treefrog
Cauca Treefrog
Parjacti Treefrog
La Loma Treefrog
Cryptic Torrenteer
Charta Treefrog
Jahn's Stream Frog
Perijá’s Stream Frog
Cordillera Central Treefrog
Tabor Treefrog
Linda's Treefrog
Lynch's Colombian Treefrog
Morona-Santiago Treefrog
Palmer's Treefrog
Rio Chingual Valley Treefrog
Roque Treefrog
Rio Luisito Treefrog
Merida Andes Treefrog
Papallacta Treefrog
Western Andes Treefrog
Simmons' Treefrog
Tapichalaca Treefrog
El Pepino Treefrog
Bello Rocket Frog
South American Rocket Frog
Sky Blue Poison Dart Frog
Urrao Rocket Frog
Choco Rocket Frog
Edwards' Rocket Frog
Loja Rocket Frog
Puerto Narino Rocket Frog
Rana Saltarina de Brazalete
Sapito Ninera Ecuatorial
Chimbo Rocket Frog
Rana Cohete de Pastaza
Lehmann's Rocket Frog
Ranita Silbadora
Cloud Forest Rocket Frog
Los Tayos Rocket Frog
Malvasa Rocket Frog
Espada's Rocket Frog
Ramos' Rocket Frog
Ruiz's Rocket Frog
Bogota Rocket Frog
Toachi Rocket Frog
Hellmich's Rocket Frog
Boulenger's Rocket Frog
Congo Dwarf Clawed Frog
Western Dwarf Clawed Frog
Abe's Salamander
Abu Salamander
Aki Salamander
Amakusa-sanshouo
Amji Hynobiid
Arisan Hynobiid
Yamaguchi Salamander
Boulenger's Oriental Salamander
Chinese Salamander
Dunn's Oriental Salamander
Taiwan Salamander
Japanese Rift Salamander
Taiwan Lesser Salamander
Nanhu Salamander
Guabangshan Hynobiid
Mahoroba Salamander
Japanese Mountain Salamander
Amber-coloured Salamander
Iwami Salamander
Akaishi Salamander
Hida Salamander
Iyoshima Salamander
Manchurian Salamander
Tohoku Salamander
Maoershan Hynobiid
Mikawa Salamander
Blotched Salamander
Dusky Oriental Salamander
Japanese Black Salamander
Oki Salamander
Osumi Salamander
Oyama’s Blotched Salamander
Cheju Salamander
Ezo Salamander
Chugoku Blotched Salamander
San’in Salamander
Setouchi Salamander
Sobo Salamander
Taichu Salamander
Smaller Blotched Salamander
Hokuriku Salamander
Tokyo Salamander
Tsushima Salamander
Tsurugi Salamander
Turkestanian Salamander
Highland Salamander
Yamato Salamander
Yangi Salamander
义乌小鲵
Sharp-nosed Reed Frog
Sharpsnout Reed Frog
Bamenda Reed Frog
Argus Reed Frog
Baumann's Reed Frog
Bocage's Sharp-nosed Reed Frog
Two-colored Reed Frog
Bobiri Reed Frog
Bocage's Reed Frog
Dizangue Reed Frog
Brown Reed Frog
Chela Mountain Reed Frog
Sierra Leone Reed Frog
Goldbelly Reed Frog
Monard's Reed Frog
Bladder Reed Frog
Yaounde Reed Frog
Friedemanni's Long Reed Frog
Bushoho Reed Frog
Brown-throated Reed Frog
Lime Reed Frog
Loanda Reed Frog
Dotted Reed Frog
Horstock's Reed Frog
Howell's Long Reed Frog
Igbetti Long Reed Frog
Nyanga Long Reed Frog
Jackie's Reed Frog
Jacobsen's Long Reed Frog
Shaba Reed Frog
Koehler's Green Frog
Lamotte's Reed Frog
Schiotz's Reed Frog
Luvubu Reed Frog
White-striped Reed Frog
Landana Reed Frog
Lupiro Long Reed Frog
Cabinda Reed Frog
Marbled Reed Frog
Mountain Reed Frog
Pointed Long Reed Frog
Mount Nimba Reed Frog
Plain Reed Frog
Pickersgill's Reed Frog
Tshimbulu Reed Frog
Falls Reed Frog
Power's Reed Frog
Rochebrune's Reed Frog
Water Lily Reed Frog
Raymond's Reed Frog
African Reed Frog
Riggenbach's Reed Frog
Rwanda Long Reed Frog
Omaniundu Reed Frog
Yellow-striped Reed Frog
Sheldrick's Reed Frog
Soror Reed Frog
Yellow-spotted Reed Frog
Tanners' Reed Frog
São Tomé Giant Reed Frog
Ukami Reed Frog
Rainforest Reed Frog
Tinker Reed Frog
Vilhena's Reed Frog
Common Tree Frog
Stream Reed Frog
Robust Long Reed Frog
Nimba Reed Frog
Mahe Caecilian
Sharp-nosed Caecilia
Barber's Sheep Frog
Nicaragua Narrowmouth Toad
Two-spade Narrowmouth Toad
Sheep Frog
Pointed-headed Caecilian
Broad-striped Caeciliang
Banna Caecilian
Nilgherries Caecilian
Metang Caecilian
Billiton Island Caecilian
Bombay Caecilian
Cardamom Caecilian
Cat Loc Caecilian
Cha Lo Caecilian
Mount Dulit Caecilian
Elongated Caecilian
Garo Hills Caecilian
Abungabung Caecilian
Javanese Caecilian
Khumhzi Striped Ichthyophis
Kodagu Striped Ichthyophis
Koh Tao Caecilian
Larut Hills Caecilian
Todaya Caecilian
Western Borneo Caecilian
Manipur Moustached Ichthyophis
Colourful Ichthyophis
Nguyen's Caecilia
Pattipola Caecilia
Kapahiang Caecilian
Siantar Caecilian
Lesser Yellow-banded Caecilian
Sendenyu Striped Ichthyophis
Sikkimese Caecilian
Singapore Caecilian
Sumatra Caecilian
Hillstream Caecilian
Three-coloured Caecilian
Malatgan River Caecilian
Chang Mai Caecilian
Alpine Newt
Makamunu Assumbo Caecilian
Magdalena Giant Glass Frog
Colorado River Toad
Cuchumatan Golden Toad
Mountain Toad
Southern Roundgland Toad
Evergreen Toad
Large-crested Toad
Northern Roundgland Toad
Cerro Utyum Toad
Pico Blanco Toad
Jeweled Toad
Holdridge's Toad
Jalapa Toad
Yellow Toad
Huge-crested Toad
Chief's Toad
Wiegmann's Toad
Sinaloa Toad
Dark Green Toad
Coastal Plain Toad
Pine Toad
Almirante Trail Toad
Confusing Toad
Michoacan Toad
Spiculate Toad
Beddome's Indian Frog
Günther's Leaping Frog
Spotted Leaping Frog
Gundia Frog
Matheran Indian Frog
Boulenger's Indian Frog
Kempholey Bubble-nest Frog
Kerala Indian Frog
Brown Leaping Frog
Boulenger's Golden-backed Frog
Sri Lankan Golden-backed Frog
Günther's Golden-backed Frog
Battersby's Caecilian
Humbarli Caecilian
Northern Frog
Charles Darwin's Frog
Reticulate Eastern Frog
Tenasserim Eastern Frog
Indonesian Toad
Sulawesian Toad
Kodok-buduk bengkulu
Malayan Dwarf Toad
Bony-headed Toad
Ledong Toad
Lesser Malacca Toad
Philippine Toad
Greater Malacca Toad
Barrio's Frog
Organ Mountains Robber Frog
Octavio's Robber Frog
Espirito Santo Robber Frog
Venancio's Robber Frog
Narrow-lined Treefrog
Isla Bonita Treefrog
Continental Divide Treefrog
Lancaster's Treefrog
Volcan Barba Treefrog
Pico Blanco Treefrog
Gunther's Costa Rican Treefrog
American Cinchona Plantation Treefrog
Starrett's Treefrog
South Fork Treefrog
Zetek's Treefrog
Bell's False Brook Salamander
Oaxacan False Brook Salamander
Corrugated Salamander
Giant False Brook Salamander
Southern Giant Salamander
Cofre de Perote Salamander
Ocellated Treefrog
Jumping Salamander
Dwarf False Brook Salamander
Northern Burmese Sticky Frog
Bario Sticky Frog
Indonesian Grainy Frog
Limestone Sticky Frog
Variable Sticky Frog
Intermediate Sticky Frog
孟连细狭口蛙
Katak-lengket kecil
Orang Sticky Frog
Lowland Grainy Frog
Kokwat (manobo)
Dotted Grainy Frog
Pahang Mountain Sticky Frog
Burrowing Grainy Frog
Cameron Highland Sticky Frog
Assamese Balloon Frog
Golden Bullfrog
Brown Bullfrog
Boreal Digging Frog
Philippine Narrowmouth Toad
Indochinese Brown Bullfrog
Kalinga Narrowmouth Toad
Bicol Narrowmouth Toad
Wide-disked Narrow-mouthed Frog
Median-striped Bullfrog
Nonggang narrow-mouthed frog
Slender-digit Chorus Frog
Piebald Digging Frog
Luzon Narrow-mouthed Frog
Sichuan Digging Frog
Verrucous Digging Frog
Korean Crevice Salamander
Ivory Coast Running Frog
Silver Running Frog
Chochran's Running Frog
Decorated Running Frog
Pale Running Frog
Rainforest Running Frog
Red-legged Kassina
Marbled Running Frog
Mertens' Running Frog
Senegal Frog
Frilled Treefrog
Bana Bubble-nest Frog
Eiffinger’s TreeFrog
Gracile Frilled Treefrog
Temple Treefrog
冷泉原指树蛙
Kon Tum Frilled Treefrog
Uphill Tree Frog
Serrate-legged Small Treefrog
Greenish Frilled Treefrog
Madagascar Bullfrog
Sri Lanka Wart Frog
Corrugated Frogs
Lanza's Frog
Hula Painted Frog
Fletcher’s Frog
Black-rumped Southern Frog
Arfak Cannibal Frog
Archey's Frog
Hamilton's Frog
Hochstetter's New Zealand Frog
Maud Island Frog
Escuerzo
Budgett's Frog
Llanos Frog
高山掌突蟾
Appleby's Leaf-litter Toad
Kinabalu Slender Litter Frog
Kon Ka Kinh Litter Toad
Kinabalu Dwarf Litter Frog
Bijie Leaf Litter Toad
Orange-bellied leaf-litter toad
Dring's Asian Toad
Twittering Litter Frog
Slender Litter Frog
White-bellied Slender Litter Frog
Dring's Dwarf Litter Frog
Kajang Slender Litter Frog
Ka Lon Litter Toad
Lau's Leaf Little Toad
Fujian Asian Toad
Big-eyed Litter Frog
Spotted Litter Toad
莽山掌突蟾
猫儿山掌突蟾
Montane Slender Litter Frog
Black-and-white Litter Toad
Musical leaf-litter toad
Mjoberg's Dwarf Litter Frog
Nam Dong Litter Frog
Natuna Borneo Frog
Pigmy Crawl Frog
Katak-ramping Bintik
White-headed Litter Frog
Pu Hoat Litter Toad
Purplish-brown Leaf Litter Toad
Purple-bellied Leaf Litter Toad
Orange-eyed Litter Frog
Rowley’s Litter Toad
Striped Dwarf Litter Frog
Shangsi Leaf Litter Toad
Hala Bala Litter Toad
Ta Dung Litter Toad
Tengchong Leaf Litter Toad
Speckle-bellied Metacarpal-tubercled Toad
Mt. Wuhuang’s Leaf Litter Toad
Yingjiang Leaf Litter Toad
Yunkai Mountain’s Leaf Litter Toad
Abbott’s Litter Frog
哀牢髭蟾
Taosze Spiny Toad
Buchard’s Spadefoot Toad
Chapa Spadefoot Toad
海南拟髭蟾
Java Spadefoot Toad
Red-eyed Spadefoot Toad
Huashen Pseudomoustache Toad
Inger's Litter Frog
Leishan Spiny Toad
Chong'an Moustache Toad
Mindanao Litter Frog
Mindoro Litter Frog
Masatakasato’s Eyebrow Toad
Montane Litter Frog
Singapore Spadefoot Toad
原髭蟾
Smith's Litter Frog
Palawan Litter Frog
Tenasserim Spadefoot Toad
腾冲拟髭蟾
Blue-eyed Litter Frog
Yellow-spotted Spadefood Toad
Whitebelly Egg Frog
Mountain Egg Frog
Boulenger's Egg Frog
Redbelly Egg Frog
Mertens' Egg Frog
Ornate Egg Frog
Cameroon Egg Frog
Perret's Egg Frog
African Egg Frog
Speckled Egg Frog
Gunther's White-lipped Frog
Bolivian White-lipped Frog
Cei’s White Lipped Frog
Colombian Frog
Madre de Dios Thin-toed Frog
Sapito Confuso
Mountain Chicken
White-jawed Frog
Potter Foam Frog
Rufous Frog
San Miguel Island Frog
Knudsen's Frog
Rana Terrestre Labiosa
Pepper Frog
Santa Fe Frog
Urnero
Rana Criolla
Common Thin-toed Frog
Sapo-rana Rugoso Occidental
Long Snouted Thin-toed Frog
Socopo Robber-Frog
Marambaia White-lipped Frog
Sabinal Frog
Myers' Thin-toed Frog
Basin White-lipped Frog
Moustached Frog
Sapito Rostro-palido
Pará Thin-toed Frog
Hualo
Slender-fingered Bladder Frog
